Locality	Latitude	Longitude	Country	State_Province	County
24	0.5 km E North River Mills, Ice Mountain Preserve	39.21	78.3	United States	West Virginia	Hampshire
36	5.2 km W of Cass	38.38777	79.97666	United States	West Virginia	Pocahontas
39	7.3 km SW Martinsburg	39.40849	78.01974	United States	West Virginia	Berkeley
55	6.5 km SSE Hopeville, E slope Nother Fork Mountain	38.54	79.16	United States	West Virginia	Grant
157	15 km SW Petersburg	38.54	79.16	United States	West Virginia	Grant
163	5.7 km S Martinsburg	39.41022	77.97818	United States	West Virginia	Berkeley
281	2 km SSE Cranesville, Cranesville Swamp Preserve	39.32	79.29	United States	West Virginia	Preston
354	12.3 km S Slatyfork along Route 150	38.30805	80.13583	United States	West Virginia	Pocahontas
399	3 km NE Keyser	39.44689	78.94552	United States	West Virginia	Mineral
448	5 km SW Martinsburg	39.42434	78.00202	United States	West Virginia	Berkeley
98	24 km E Eagle River	45.56	88.58	United States	Wisconsin	Forest
347	Casco	44.55778	87.61806	United States	Wisconsin	Kewaunee
